TIME_FIELD,QUANTITY,STORE_SALES,FAM_SALES,TEMPERATURE,HUMIDITY_MAX_PERCENT,Margin_Unitaire,Unit_price,day,week_day,week,month
2016-08-05,443.0,2305046.59903001,2457.11000001,19.0,93.0,0.4228421896613996,2.39,5.0,4.0,31.0,8.0
2016-08-06,692.0,2897720.43855001,3469.08,19.0,93.0,0.4214834826878613,2.3886127167774567,6.0,5.0,31.0,8.0
2016-08-07,106.0,523176.44931,721.15,18.0,92.0,0.42284207566037735,2.3900000000943398,7.0,6.0,31.0,8.0
2016-08-08,596.0,2060495.31047,2790.85,18.0,91.0,0.42205350671140934,2.3891946308892615,8.0,0.0,32.0,8.0
2016-08-09,634.0,2016432.81905001,3062.53000001,17.0,90.0,0.4226035646845426,2.389794952697161,9.0,1.0,32.0,8.0
2016-08-10,508.0,1914034.63936,2680.15000001,17.0,89.0,0.42278710631889765,2.3899999999999997,10.0,2.0,32.0,8.0
2016-08-11,469.0,1933338.81012001,2448.94000001,19.0,90.0,0.41884221750533046,2.3900000000213217,11.0,3.0,32.0,8.0
2016-08-12,457.0,2280813.97058,2538.37,19.0,92.0,0.4188422319474836,2.3900000000218817,12.0,4.0,32.0,8.0
2016-08-13,615.0,2674575.80912,3229.19000001,19.0,91.0,0.4188422439186991,2.3899999999999997,13.0,5.0,32.0,8.0
2016-08-14,125.0,524675.91956,731.60000001,20.0,87.0,0.41884208007999996,2.39,14.0,6.0,32.0,8.0
2016-08-15,220.0,1082151.6372,1268.04,19.0,89.0,0.4188421818636363,2.3899999999999997,15.0,0.0,33.0,8.0
2016-08-16,599.0,1896706.69802001,3077.16,18.0,87.0,0.41884220368948244,2.3899999999999997,16.0,1.0,33.0,8.0
2016-08-17,465.0,1706281.47089,2444.89,17.0,86.0,0.4188421720645161,2.3899999999999997,17.0,2.0,33.0,8.0
2016-08-18,427.0,1570353.52844001,2204.84000001,17.0,85.0,0.4094837236768149,2.3804449648946138,18.0,3.0,33.0,8.0
2016-08-19,427.0,1951495.96887,2453.87,16.0,86.0,0.4133372365807963,2.3843793911007025,19.0,4.0,33.0,8.0
2016-08-20,567.0,2646856.75928,3438.21000001,17.0,89.0,0.410550758377425,2.3815343915343914,20.0,5.0,33.0,8.0
2016-08-21,116.0,471414.11017,600.10000001,17.0,88.0,0.4188422413793103,2.390000000086207,21.0,6.0,33.0,8.0
2016-08-22,404.0,1494531.41017001,2172.44000001,18.0,85.0,0.418842202970297,2.3899999999999997,22.0,0.0,34.0,8.0
2016-08-23,350.0,1430687.73062001,1905.91000001,19.0,89.0,0.4248421428857143,2.39,23.0,1.0,34.0,8.0
2016-08-24,341.0,1476188.61818,1925.69000001,18.0,88.0,0.4248421994428152,2.3900000000293256,24.0,2.0,34.0,8.0
2016-08-25,290.0,1340842.74038001,1655.54,18.0,88.0,0.4278421724482759,2.3900000000344828,25.0,3.0,34.0,8.0
2016-08-26,354.0,1923733.19866,2224.52,17.0,89.0,0.42784220341807905,2.3899999999999997,26.0,4.0,34.0,8.0
2016-08-27,544.0,2623875.63933001,3308.05000001,19.0,80.0,0.42884218749999997,2.3900000000183823,27.0,5.0,34.0,8.0
2016-08-28,123.0,473847.57020001,622.83000001,18.0,81.0,0.42884227650406503,2.3900000000813004,28.0,6.0,34.0,8.0
2016-08-29,377.0,1419141.84044,1940.38000001,17.0,84.0,0.4282187533421751,2.3893633952254643,29.0,0.0,35.0,8.0
2016-08-30,385.0,1498263.67026001,2055.33,16.0,82.0,0.42884210392207794,2.39,30.0,1.0,35.0,8.0
2016-08-31,420.0,1602168.19839001,2321.67000001,19.0,74.0,0.4282824047619047,2.3894285714285712,31.0,2.0,35.0,8.0
2016-09-01,308.0,1335124.33066,1776.93000001,17.0,83.0,0.42884217532467533,2.3900000000324675,1.0,3.0,35.0,9.0
2016-09-02,505.0,2114496.2794,2675.92000001,17.0,85.0,0.4288421782574257,2.390000000019802,2.0,4.0,35.0,9.0
2016-09-03,623.0,2761298.53966,3587.71000001,17.0,83.0,0.42840200643659715,2.389550561813804,3.0,5.0,35.0,9.0
2016-09-04,123.0,529993.33970001,749.82000001,17.0,85.0,0.4288423577235772,2.3900000000813004,4.0,6.0,35.0,9.0
2016-09-05,424.0,1734489.68131,2156.18,18.0,84.0,0.4288422405660377,2.390000000023585,5.0,0.0,36.0,9.0
2016-09-06,610.0,2071103.49941,2878.25,19.0,88.0,0.4288422295245901,2.3900000000163932,6.0,1.0,36.0,9.0
2016-09-07,525.0,1960920.00974,2564.58,18.0,89.0,0.4288422095428571,2.39,7.0,2.0,36.0,9.0
2016-09-08,481.0,1748001.30922,2299.33,18.0,86.0,0.4238423077338877,2.3899999999999997,8.0,3.0,36.0,9.0
2016-09-09,520.0,2199933.80021001,2693.1,19.0,89.0,0.42384211538461536,2.39,9.0,4.0,36.0,9.0
2016-09-10,594.0,2685340.95789001,3438.67000001,18.0,89.0,0.4238422727609428,2.390000000016835,10.0,5.0,36.0,9.0
2016-09-11,107.0,493176.49924,653.66,19.0,87.0,0.42384214962616823,2.39,11.0,6.0,36.0,9.0
2016-09-12,345.0,1392346.48824001,1944.22000001,19.0,86.0,0.42384223191304343,2.3899999999999997,12.0,0.0,37.0,9.0
2016-09-13,454.0,1523961.06226001,2237.36000001,19.0,79.0,0.4238422687665198,2.3899999999999997,13.0,1.0,37.0,9.0
2016-09-14,401.0,1479730.35989,2147.76000001,17.0,86.0,0.4238421696009975,2.39,14.0,2.0,37.0,9.0
2016-09-15,338.0,1221147.33967,1809.85,17.0,79.0,0.4238420710059172,2.390000000029586,15.0,3.0,37.0,9.0
2016-09-16,374.0,1985072.06987001,2387.99,17.0,86.0,0.42384219254010697,2.390000000026738,16.0,4.0,37.0,9.0
2016-09-17,537.0,2441751.00069001,3111.12,19.0,80.0,0.42384216016759774,2.390000000018622,17.0,5.0,37.0,9.0
2016-09-18,98.0,443036.04943001,614.59000001,17.0,85.0,0.4238420409183673,2.39,18.0,6.0,37.0,9.0
2016-09-19,358.0,1298908.4715,1946.56,18.0,88.0,0.4238422067597765,2.390000000027933,19.0,0.0,38.0,9.0
2016-09-20,349.0,1150498.97911,1961.89000001,18.0,88.0,0.423842149025788,2.390000000028653,20.0,1.0,38.0,9.0
2016-09-21,299.0,1402719.30933001,1748.49000001,18.0,88.0,0.42384210702341135,2.390000000033445,21.0,2.0,38.0,9.0
2016-09-22,260.0,1189266.67741001,1533.14000001,18.0,88.0,0.42384196157692305,2.39,22.0,3.0,38.0,9.0
2016-09-23,329.0,1718944.84956001,2109.09000001,18.0,91.0,0.42384218848024313,2.3899999999999997,23.0,4.0,38.0,9.0
2016-09-24,416.0,2185048.40027001,2663.05000001,19.0,89.0,0.42384218752403846,2.3900000000240387,24.0,5.0,38.0,9.0
2016-09-25,80.0,405120.05905,498.54000001,18.0,89.0,0.42384187500000003,2.3899999999999997,25.0,6.0,38.0,9.0
2016-09-26,285.0,1174860.38124001,1630.86,18.0,91.0,0.4238077894736842,2.3899649122807016,26.0,0.0,39.0,9.0
2016-09-27,318.0,1262809.15872,1642.33,19.0,88.0,0.42384223273584903,2.39,27.0,1.0,39.0,9.0
2016-09-28,357.0,1435913.86993001,2017.07,20.0,90.0,0.42384210089635854,2.3900000000280115,28.0,2.0,39.0,9.0
2016-09-29,394.0,1476716.51817001,1885.59,20.0,88.0,0.4218421573857868,2.39,29.0,3.0,39.0,9.0
2016-09-30,388.0,2066522.01927001,2266.32000001,19.0,86.0,0.42063051551546393,2.3887628866237116,30.0,4.0,39.0,9.0
2016-10-01,508.0,2650569.54935,3026.74,20.0,88.0,0.42184216537401575,2.3899999999999997,1.0,5.0,39.0,10.0
2016-10-02,113.0,492519.04985001,632.37000001,21.0,90.0,0.42184221247787607,2.39,2.0,6.0,39.0,10.0
2016-10-03,367.0,1666969.44011001,1989.01,19.0,92.0,0.4218421798365123,2.39,3.0,0.0,40.0,10.0
2016-10-04,488.0,1797428.03955001,2321.26000001,20.0,89.0,0.4213605328278689,2.3895081967213114,4.0,1.0,40.0,10.0
2016-10-05,416.0,1848539.97190001,2158.0,22.0,90.0,0.42064144233173073,2.388774038485577,5.0,2.0,40.0,10.0
2016-10-06,633.0,2112940.43958001,2624.36000001,19.0,92.0,0.42147096369668247,2.3896208530963663,6.0,3.0,40.0,10.0
2016-10-07,596.0,2341247.56693001,2850.68,20.0,92.0,0.4218421812248322,2.3900000000167783,7.0,4.0,40.0,10.0
2016-10-08,686.0,2848068.10772001,3534.75,20.0,92.0,0.4218422303206997,2.39,8.0,5.0,40.0,10.0
2016-10-09,127.0,532510.24971001,640.03,21.0,85.0,0.4218422836220473,2.3899999999999997,9.0,6.0,40.0,10.0
2016-10-10,479.0,1691396.60785001,2437.51000001,19.0,91.0,0.42135150313152403,2.389498956158664,10.0,0.0,41.0,10.0
2016-10-11,507.0,1734023.32959,2359.7,20.0,89.0,0.42184228800788953,2.390000000019724,11.0,1.0,41.0,10.0
2016-10-12,473.0,1651724.61934,2437.71000001,20.0,89.0,0.42283615224101473,2.3910147991754758,12.0,2.0,41.0,10.0
2016-10-13,394.0,1624365.16871001,2063.25,19.0,91.0,0.4218422335279187,2.39,13.0,3.0,41.0,10.0
2016-10-14,435.0,2034083.62706001,2441.58,19.0,87.0,0.4218421609425287,2.3900000000229884,14.0,4.0,41.0,10.0
2016-10-15,374.0,2328805.29882001,2553.41,20.0,87.0,0.4218421390641711,2.390000000026738,15.0,5.0,41.0,10.0
2016-10-16,93.0,450796.01986001,579.78,20.0,88.0,0.4218422582795699,2.3900000001075266,16.0,6.0,41.0,10.0
2016-10-17,394.0,1504784.16868,2226.85,22.0,88.0,0.42184220814720813,2.39,17.0,0.0,42.0,10.0
2016-10-18,366.0,1470829.90956001,2297.72,22.0,80.0,0.42184213117486336,2.3900000000273223,18.0,1.0,42.0,10.0
2016-10-19,311.0,1431497.82855,2014.91000001,20.0,84.0,0.42184225086816723,2.3899999999999997,19.0,2.0,42.0,10.0
2016-10-20,296.0,1444436.76043001,1855.04,22.0,85.0,0.42184212844594593,2.3900000000337838,20.0,3.0,42.0,10.0
2016-10-21,392.0,1876601.16892001,2508.69000001,19.0,88.0,0.4412425510459184,2.3893877551020406,21.0,4.0,42.0,10.0
2016-10-22,455.0,2168559.55946001,3180.01000001,21.0,86.0,0.4418421318681318,2.390000000021978,22.0,5.0,42.0,10.0
2016-10-23,103.0,440473.61003,634.55,20.0,89.0,0.44184213611650486,2.3899999999999997,23.0,6.0,42.0,10.0
2016-10-24,351.0,1334847.95861001,2170.51000001,21.0,92.0,0.44184219373219374,2.39,24.0,0.0,43.0,10.0
2016-10-25,322.0,1349753.52136,1921.61,20.0,89.0,0.44184204968944096,2.390000000031056,25.0,1.0,43.0,10.0
2016-10-26,330.0,1415465.70099001,2094.30000001,19.0,89.0,0.44184212127272726,2.390000000030303,26.0,2.0,43.0,10.0
2016-10-27,263.0,1457262.98853,1858.02,19.0,89.0,0.4409484411406844,2.389087452509506,27.0,3.0,43.0,10.0
2016-10-28,397.0,2063839.53778,2450.47,20.0,89.0,0.4418420907052897,2.390000000025189,28.0,4.0,43.0,10.0
2016-10-29,563.0,2699353.28864,3410.25,19.0,90.0,0.44184223802841915,2.3899999999999997,29.0,5.0,43.0,10.0
2016-10-30,104.0,522097.85036,569.55,19.0,89.0,0.44184230788461537,2.390000000096154,30.0,6.0,43.0,10.0
2016-10-31,397.0,2198400.53972,2157.58,20.0,89.0,0.44184216624685135,2.390000000025189,31.0,0.0,44.0,10.0
2016-11-01,199.0,941884.54000001,1102.90000001,21.0,90.0,0.44184195989949754,2.3900000000502515,1.0,1.0,44.0,11.0
2016-11-02,393.0,1662922.46,2311.89,20.0,90.0,0.44184183208651395,2.39,2.0,2.0,44.0,11.0
2016-11-03,404.0,1725331.07000001,2188.87,19.0,89.0,0.4418420049752475,2.3899999999999997,3.0,3.0,44.0,11.0
2016-11-04,462.0,2209645.10000001,2612.17000001,20.0,90.0,0.4418420995670995,2.390000000021645,4.0,4.0,44.0,11.0
2016-11-05,726.0,3139428.08000001,3671.54,20.0,84.0,0.44184213499999997,2.390000000013774,5.0,5.0,44.0,11.0
2016-11-06,137.0,570158.28000001,730.08000001,22.0,83.0,0.4418421899270073,2.390000000072993,6.0,6.0,44.0,11.0
2016-11-07,492.0,1702050.01000001,2399.80000001,20.0,83.0,0.4418422357926829,2.390000000020325,7.0,0.0,45.0,11.0
2016-11-08,446.0,1732476.45,2314.37,20.0,83.0,0.4418420628251121,2.3900000000224213,8.0,1.0,45.0,11.0
2016-11-09,441.0,1756997.60000001,2241.98000001,19.0,90.0,0.44184199551020403,2.3900000000226753,9.0,2.0,45.0,11.0
2016-11-10,396.0,2215917.20000001,2361.94000001,20.0,92.0,0.4418420202525253,2.3900000000252524,10.0,3.0,45.0,11.0
2016-11-11,288.0,1854037.64,1700.59,21.0,91.0,0.44184197920138885,2.390000000034722,11.0,4.0,45.0,11.0
2016-11-12,462.0,2597621.04000001,2889.53000001,24.0,87.0,0.4418420996103896,2.390000000021645,12.0,5.0,45.0,11.0
2016-11-13,96.0,464117.19000001,552.01,22.0,92.0,0.4418419791666666,2.39,13.0,6.0,45.0,11.0
2016-11-14,387.0,1673235.78000001,2165.27,22.0,93.0,0.4417852196640827,2.3899999999999997,14.0,0.0,46.0,11.0
2016-11-15,357.0,1752990.66,1883.31,22.0,90.0,0.4418420168347339,2.3900000000280115,15.0,1.0,46.0,11.0
2016-11-16,322.0,1731062.83000001,1772.40000001,21.0,91.0,0.44184189447204975,2.390000000031056,16.0,2.0,46.0,11.0
2016-11-17,297.0,1630611.72001001,1605.86,21.0,90.0,0.44184208757575755,2.39000000003367,17.0,3.0,46.0,11.0
2016-11-18,316.0,2244419.93000001,2048.05000001,20.0,84.0,0.44184196202531645,2.3900000000316455,18.0,4.0,46.0,11.0
2016-11-19,396.0,2674704.43000001,2684.11000001,22.0,89.0,0.4418420202272727,2.3900000000252524,19.0,5.0,46.0,11.0
2016-11-20,94.0,501388.31,590.10000001,20.0,88.0,0.44184191489361696,2.39,20.0,6.0,46.0,11.0
2016-11-21,300.0,1572752.52000001,1592.55,20.0,87.0,0.44184210003333335,2.39,21.0,0.0,47.0,11.0
2016-11-22,282.0,1599565.94,1703.23000001,22.0,89.0,0.44184184404255317,2.390000000035461,22.0,1.0,47.0,11.0
2016-11-23,320.0,1617686.95,1765.5,20.0,88.0,0.4308419375625,2.3899999999999997,23.0,2.0,47.0,11.0
2016-11-24,278.0,1571467.13,1656.99000001,21.0,89.0,0.43084190651079135,2.3899999999999997,24.0,3.0,47.0,11.0
2016-11-25,304.0,2122510.21,2041.3,21.0,87.0,0.43084190792763155,2.3899999999999997,25.0,4.0,47.0,11.0
2016-11-26,508.0,2743988.23,2919.6,21.0,87.0,0.4308421259842519,2.3899999999999997,26.0,5.0,47.0,11.0
2016-11-27,90.0,501332.39000001,560.18,21.0,91.0,0.43084200011111107,2.39,27.0,6.0,47.0,11.0
2016-11-28,330.0,1741604.05000001,1853.32,20.0,87.0,0.4308420606666667,2.390000000030303,28.0,0.0,48.0,11.0
2016-11-29,340.0,1904002.72,2067.85,21.0,86.0,0.4308419412058823,2.3900000000294117,29.0,1.0,48.0,11.0
2016-11-30,296.0,2018951.86000001,1868.35,21.0,88.0,0.43084195945945947,2.3900000000337838,30.0,2.0,48.0,11.0
2016-12-01,341.0,1988322.7,1921.55,21.0,86.0,0.430842170117302,2.3900000000293256,1.0,3.0,48.0,12.0
2016-12-02,359.0,2845578.76,2273.34000001,22.0,86.0,0.4308418662952646,2.39,2.0,4.0,48.0,12.0
2016-12-03,437.0,3165805.27000001,2609.96000001,22.0,89.0,0.43084205951945087,2.390000000022883,3.0,5.0,48.0,12.0
2016-12-04,97.0,683660.49,657.76,21.0,87.0,0.4308420618556701,2.3900000001030928,4.0,6.0,48.0,12.0
2016-12-05,386.0,1969999.19,2125.90000001,20.0,82.0,0.43084209849740934,2.39,5.0,0.0,49.0,12.0
2016-12-06,555.0,2383041.39000001,2556.61000001,20.0,88.0,0.43084209009009006,2.3900000000180177,6.0,1.0,49.0,12.0
2016-12-07,435.0,2267827.92,2031.33,21.0,87.0,0.4308420689885057,2.3900000000229884,7.0,2.0,49.0,12.0
2016-12-08,384.0,2147545.55,1913.24000001,22.0,88.0,0.43084208335937496,2.39,8.0,3.0,49.0,12.0
2016-12-09,277.0,2491504.9,1887.42000001,22.0,91.0,0.4228419133574007,2.3899999999999997,9.0,4.0,49.0,12.0
2016-12-10,435.0,3174700.76,2580.39,21.0,89.0,0.4228420919770115,2.3900000000229884,10.0,5.0,49.0,12.0
2016-12-11,90.0,634339.31000001,568.49000001,21.0,88.0,0.42284211122222226,2.39,11.0,6.0,49.0,12.0
2016-12-12,321.0,2081454.71,1830.33,21.0,88.0,0.4228421495950156,2.3900000000311525,12.0,0.0,50.0,12.0
2016-12-13,295.0,2241274.08000001,1692.88000001,21.0,88.0,0.4228419661355932,2.3899999999999997,13.0,1.0,50.0,12.0
2016-12-14,263.0,2283208.63,1637.85,22.0,87.0,0.4228418631178707,2.3900000000380226,14.0,2.0,50.0,12.0
2016-12-15,244.0,2321294.16000001,1656.19000001,21.0,87.0,0.42284188528688527,2.3899999999999997,15.0,3.0,50.0,12.0
2016-12-16,290.0,2819703.49000001,1826.49000001,22.0,86.0,0.42284186210344826,2.3900000000344828,16.0,4.0,50.0,12.0
2016-12-17,354.0,3402739.11,2267.88000001,22.0,86.0,0.4228420338983051,2.3899999999999997,17.0,5.0,50.0,12.0
2016-12-18,122.0,1205027.15,739.64,21.0,88.0,0.42284180336065574,2.3899999999999997,18.0,6.0,50.0,12.0
2016-12-19,340.0,3247931.82,1990.72000001,23.0,84.0,0.42284200002941175,2.3900000000294117,19.0,0.0,51.0,12.0
2016-12-20,250.0,2572301.4,1475.27,23.0,83.0,0.42284192,2.39,20.0,1.0,51.0,12.0
2016-12-21,343.0,3244662.19,1951.77,22.0,88.0,0.4228419825072886,2.39,21.0,2.0,51.0,12.0
2016-12-22,329.0,3720898.41000001,1984.71000001,22.0,88.0,0.42284191492401213,2.3899999999999997,22.0,3.0,51.0,12.0
2016-12-23,340.0,5074148.44000001,1933.65000001,21.0,88.0,0.42284179411764705,2.3900000000294117,23.0,4.0,51.0,12.0
2016-12-24,174.0,3509345.46,1090.13000001,22.0,85.0,0.42284178166666664,2.3900000000574715,24.0,5.0,51.0,12.0
2016-12-26,283.0,2013374.11000001,1674.28,24.0,87.0,0.42284197883392227,2.390000000035336,26.0,0.0,52.0,12.0
2016-12-27,323.0,2128059.37000001,1903.48000001,24.0,83.0,0.4228418266563467,2.39000000003096,27.0,1.0,52.0,12.0
2016-12-28,331.0,2186000.69,1949.62,24.0,78.0,0.42284199395770394,2.3900000000302115,28.0,2.0,52.0,12.0
2016-12-29,298.0,2490988.06000001,1794.08,23.0,87.0,0.42284197989932887,2.3900000000335573,29.0,3.0,52.0,12.0
2016-12-30,396.0,3492313.85000001,2212.67000001,22.0,85.0,0.4228419444696969,2.3900000000252524,30.0,4.0,52.0,12.0
2016-12-31,221.0,3107322.4,1508.23000001,23.0,84.0,0.42284158371040725,2.390000000045249,31.0,5.0,52.0,12.0
2017-01-02,275.0,1614047.79000001,1767.1,24.0,88.0,0.42284185458181817,2.39,2.0,0.0,1.0,1.0
2017-01-03,284.0,1752201.57000001,1815.90000001,25.0,83.0,0.42284183105633805,2.39,3.0,1.0,1.0,1.0
2017-01-04,324.0,1699112.09000001,1825.53,23.0,80.0,0.4228417901851852,2.3900000000308643,4.0,2.0,1.0,1.0
2017-01-05,332.0,1814967.93,1912.16000001,23.0,85.0,0.4228420181024096,2.3900000000301205,5.0,3.0,1.0,1.0
2017-01-06,528.0,2586436.84,2621.22,25.0,79.0,0.42284198863636363,2.390000000018939,6.0,4.0,1.0,1.0
2017-01-07,441.0,2613845.81000001,2520.49,23.0,83.0,0.4228420861904762,2.3900000000226753,7.0,5.0,1.0,1.0
2017-01-08,41.0,472855.13000001,300.61000001,23.0,85.0,0.4228414634146342,2.3899999999999997,8.0,6.0,1.0,1.0
2017-01-09,429.0,2051725.72,2213.63000001,24.0,85.0,0.4228421678554779,2.3899999999999997,9.0,0.0,2.0,1.0
2017-01-10,417.0,2008931.23,2305.16,25.0,85.0,0.42284199043165466,2.39,10.0,1.0,2.0,1.0
2017-01-11,375.0,1880694.89,2132.96000001,24.0,83.0,0.4228421866933333,2.39,11.0,2.0,2.0,1.0
2017-01-12,324.0,1868455.46,2035.07,24.0,84.0,0.4228420062037037,2.3900000000308643,12.0,3.0,2.0,1.0
2017-01-13,373.0,2253509.76,2219.16,23.0,82.0,0.4188419571313673,2.39000000002681,13.0,4.0,2.0,1.0
2017-01-14,392.0,2418109.62000001,2463.07000001,24.0,82.0,0.41884191331632653,2.39,14.0,5.0,2.0,1.0
2017-01-15,76.0,443154.57000001,419.28,25.0,84.0,0.41884184223684207,2.3899999999999997,15.0,6.0,2.0,1.0
2017-01-16,385.0,1594662.35000001,2066.90000001,24.0,87.0,0.418842052,2.39,16.0,0.0,3.0,1.0
2017-01-17,324.0,1587925.08000001,1954.19000001,24.0,84.0,0.4188419753395061,2.3900000000308643,17.0,1.0,3.0,1.0
2017-01-18,320.0,1531613.59000001,1812.87,24.0,84.0,0.41884203124999997,2.3899999999999997,18.0,2.0,3.0,1.0
2017-01-19,284.0,1518666.45,1598.3,24.0,85.0,0.41884207753521124,2.39,19.0,3.0,3.0,1.0
2017-01-20,328.0,2023752.26000001,2111.56,24.0,85.0,0.41884195125,2.3899999999999997,20.0,4.0,3.0,1.0
2017-01-21,389.0,2307602.85000001,2445.73000001,24.0,81.0,0.4188419794344473,2.390000000025707,21.0,5.0,3.0,1.0
2017-01-22,75.0,417292.59000001,495.05000001,23.0,84.0,0.418842,2.39,22.0,6.0,3.0,1.0
2017-01-23,348.0,1595687.04000001,1965.99000001,23.0,84.0,0.4188421839367816,2.390000000028736,23.0,0.0,4.0,1.0
2017-01-24,337.0,1581308.04000001,1948.22000001,24.0,86.0,0.41884195848664685,2.3899999999999997,24.0,1.0,4.0,1.0
2017-01-25,279.0,1544877.73,1632.94000001,24.0,85.0,0.41884189971326163,2.3899999999999997,25.0,2.0,4.0,1.0
2017-01-26,296.0,1562601.5,1786.65000001,24.0,87.0,0.4188417567905406,2.3900000000337838,26.0,3.0,4.0,1.0
2017-01-27,353.0,2136590.11,2017.32,23.0,89.0,0.26490762039660054,2.2328328612181303,27.0,4.0,4.0,1.0
2017-01-28,481.0,2583201.76,2917.80000001,23.0,88.0,0.24445860706860706,2.211954261975052,28.0,5.0,4.0,1.0
2017-01-29,121.0,487652.09000001,580.18,23.0,87.0,0.21332338851239668,2.1801652893388432,29.0,6.0,4.0,1.0
2017-01-30,306.0,1472058.06000001,1740.20000001,23.0,87.0,0.41884202614379085,2.3900000000326798,30.0,0.0,5.0,1.0
2017-01-31,394.0,1541914.66,2132.86000001,24.0,88.0,0.4188421066243655,2.39,31.0,1.0,5.0,1.0
2017-02-01,345.0,1596121.42,1971.19000001,23.0,89.0,0.4188419130724637,2.3899999999999997,1.0,2.0,5.0,2.0
2017-02-02,381.0,1605201.12000001,2005.95000001,23.0,90.0,0.41884191601049864,2.3900000000262467,2.0,3.0,5.0,2.0
2017-02-03,384.0,2163545.28,2340.68,24.0,90.0,0.41884200523437504,2.39,3.0,4.0,5.0,2.0
2017-02-04,866.0,3352227.11,5154.47000001,24.0,89.0,0.41884218247113164,2.3899999999999997,4.0,5.0,5.0,2.0
2017-02-05,143.0,614937.73,902.19000001,24.0,89.0,0.41884209804195804,2.3899999999999997,5.0,6.0,5.0,2.0
2017-02-06,810.0,2087989.46,3503.23000001,24.0,91.0,0.2722660740987654,2.240345679024691,6.0,0.0,6.0,2.0
2017-02-07,679.0,1656454.66,2393.6,23.0,93.0,0.26673449191458026,2.2346980854197347,7.0,1.0,6.0,2.0
2017-02-08,570.0,1731511.16,2372.99,23.0,92.0,0.27160084210526314,2.2396666666666665,8.0,2.0,6.0,2.0
2017-02-09,571.0,1778847.24,2415.95,23.0,93.0,0.2725104903677758,2.240595446602452,9.0,3.0,6.0,2.0
2017-02-10,560.0,2260047.23,2644.34000001,25.0,90.0,0.27960533932142856,2.2478392857142855,10.0,4.0,6.0,2.0
2017-02-11,621.0,2846505.54000001,3175.95,24.0,89.0,0.2690095330273752,2.2370209339935587,11.0,5.0,6.0,2.0
2017-02-12,108.0,507255.67,554.13,23.0,91.0,0.2878884261111111,2.256296296388889,12.0,6.0,6.0,2.0
2017-02-13,381.0,1539343.32000001,1812.43000001,23.0,89.0,0.2796393438582677,2.2478740157742783,13.0,0.0,7.0,2.0
2017-02-14,481.0,1838775.58000001,2022.18000001,23.0,89.0,0.2722123077130977,2.24029106029106,14.0,1.0,7.0,2.0
2017-02-15,391.0,1474922.63,1848.85,24.0,87.0,0.276536368286445,2.244705882352941,15.0,2.0,7.0,2.0
2017-02-16,381.0,1410650.19,1773.87,23.0,88.0,0.27084753280839896,2.2388976377952754,16.0,3.0,7.0,2.0
2017-02-17,330.0,2078968.51000001,2087.03000001,24.0,87.0,0.26940442427272726,2.2374242424545456,17.0,4.0,7.0,2.0
2017-02-18,480.0,2501808.04000001,2939.01000001,23.0,89.0,0.27578368754166666,2.2439375,18.0,5.0,7.0,2.0
2017-02-19,89.0,473892.49,528.12000001,25.0,88.0,0.30593191033707867,2.2747191011235954,19.0,6.0,7.0,2.0
2017-02-20,292.0,1397334.25,1951.98000001,24.0,88.0,0.4188419863356164,2.39,20.0,0.0,8.0,2.0
2017-02-21,277.0,1418980.16,1839.73000001,24.0,89.0,0.41884187729241873,2.3899999999999997,21.0,1.0,8.0,2.0
2017-02-22,247.0,1461593.44,1722.63000001,25.0,89.0,0.4188419838866397,2.390000000040486,22.0,2.0,8.0,2.0
2017-02-23,243.0,1388078.76000001,1602.02,24.0,90.0,0.4188418106995885,2.39,23.0,3.0,8.0,2.0
2017-02-24,314.0,1860029.85000001,1998.73000001,25.0,88.0,0.3240806051273885,2.2932484076751596,24.0,4.0,8.0,2.0
2017-02-25,357.0,2378087.49000001,2676.59000001,23.0,88.0,0.30493176476190476,2.273697479019608,25.0,5.0,8.0,2.0
2017-02-26,86.0,464540.15000001,545.09000001,23.0,88.0,0.32682116290697677,2.2960465117441857,26.0,6.0,8.0,2.0
2017-02-27,294.0,1479756.4,1861.20000001,23.0,87.0,0.4483863605782312,2.3899999999999997,27.0,0.0,9.0,2.0
2017-02-28,320.0,1430044.75,1862.38000001,24.0,90.0,0.4618420938125,2.3899999999999997,28.0,1.0,9.0,2.0
2017-03-01,273.0,1512192.21,1830.72000001,25.0,87.0,0.46184186816849815,2.3900000000366304,1.0,2.0,9.0,3.0
2017-03-02,353.0,1657062.38,1940.45000001,26.0,88.0,0.4618419263739376,2.3899999999999997,2.0,3.0,9.0,3.0
2017-03-03,337.0,2255260.09,2455.19000001,24.0,88.0,0.46184204750741836,2.3899999999999997,3.0,4.0,9.0,3.0
2017-03-04,576.0,2761317.86,3415.1,25.0,88.0,0.46184208336805554,2.390000000017361,4.0,5.0,9.0,3.0
2017-03-05,84.0,499573.20000001,570.25,25.0,88.0,0.461841905,2.3899999999999997,5.0,6.0,9.0,3.0
2017-03-06,466.0,1863048.15,2099.28000001,25.0,87.0,0.3907597210515021,2.317424892725322,6.0,0.0,10.0,3.0
2017-03-07,654.0,2215788.32,2719.19000001,23.0,89.0,0.40123420489296635,2.3281192660550456,7.0,1.0,10.0,3.0
2017-03-08,498.0,2045718.83000001,2255.6,24.0,91.0,0.3893484337349397,2.3159839357429717,8.0,2.0,10.0,3.0
2017-03-09,419.0,1902936.25,1979.65000001,26.0,89.0,0.39122486878281626,2.317899761360382,9.0,3.0,10.0,3.0
